proto,state,dur,sbyte,dbyte,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
111,4,0.07014802883058684,-0.04296909138672208,-0.11265308461492567,31,29,3,5,5,-0.2768587730832499,-0.4217737605802211,-0.13033190647452697,-0.1274253280943756,0.864092328160529,0.8651760777583679,3366126183,1217598332,132,565,1,3924,10996.78496,8851.579762,1421940685,1421940686,119.874818,77.553235,0.000713,0.000559,0.000154,0,0,1,0,0,2,3,3,13,2,1,2,6,0
117,2,-0.21315116688681823,-0.04886657524813949,-0.16728133291432334,31,29,0,0,0,-0.27512954639767695,-0.3981292274892074,-0.18716840610413937,-0.22969524502939911,-1.1572837385662125,-1.1558340847691428,0,0,142,76,0,0,5.056756,4.687411,1421946123,1421946123,3.584667,3.317,0.0,0.0,0.0,0,0,0,0,0,2,7,1,1,1,1,1,6,0
111,4,0.08022456783167847,-0.04212992372264688,-0.06148063791111032,62,252,4,7,5,-0.27685477623554683,-0.4075206826634824,-0.11612278156712387,-0.09820535182722603,0.864092328160529,0.8651760777583679,4234108104,2924702488,123,882,1,3867,5616.234911,5474.046073,1421928635,1421928636,105.032923,62.502619,0.145249,0.051862,0.093387,0,1,1,0,0,1,1,3,1,1,1,1,4,1
117,5,-0.2159412159907239,-0.05151228441126548,-0.16896492856345321,254,0,0,0,2,0.003174226180938658,-0.4382826463585972,-0.20137753101154246,-0.2589152212965487,-1.1572837385662125,-1.1558340847691428,0,0,57,0,0,0,0.0,0.0,1421931264,1421931264,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,5,3,3,3,5,1
117,2,-0.21571628549855643,-0.051325802708137656,-0.16797913900573902,31,29,0,0,2,-0.27315301806752174,-0.24573866240055597,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,73,89,0,0,0.0,0.0,1421931246,1421931246,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,2,1,2,1,1,1,1,6,0
117,2,-0.21573125194403336,-0.05141904355970157,-0.16806774930306165,31,29,0,0,2,-0.2733293500862068,-0.2506953163185454,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,65,81,0,0,0.0,0.0,1421935331,1421935331,0.001,0.007,0.0,0.0,0.0,0,0,0,0,0,2,3,3,1,1,1,1,6,0
111,4,-0.21136126676978262,-0.04320219351563186,-0.15986022051355359,31,29,4,4,0,-0.27322354065561605,-0.2716134402087712,-0.10191365665972077,-0.1274253280943756,0.864092328160529,0.8651760777583679,1881009550,1885129162,96,91,0,0,88.281464,2.547424,1421935643,1421935643,1.385867,1.216,0.000577,0.000451,0.000126,0,0,0,0,0,5,5,6,8,5,1,6,6,0
111,4,-0.20702273282153408,-0.029996957912892884,0.12460098646640007,31,29,7,26,0,-0.2719936193038668,2.439617587597349,0.2391053411179536,0.2232143871114193,0.864092328160529,0.8651760777583679,3744947561,3766239957,59,803,0,0,36.818857,35.910984,1421938237,1421938237,0.631508,0.623231,0.000745,0.000608,0.000137,0,0,0,0,0,7,4,1,1,1,1,1,6,0
111,4,-0.2054861777525713,-0.0373629851864419,-0.05103569911420601,31,29,7,14,0,-0.2741388220860171,0.5392648303516783,0.06859584222911642,0.04789452950852185,0.864092328160529,0.8651760777583679,2160179504,74366111,64,507,0,0,0.0,71.305454,1421953979,1421953979,1.228179,1.160244,0.000791,0.000638,0.000153,0,0,0,0,0,15,4,2,14,1,1,1,6,0
111,4,-0.21232367428545,-0.03059136834161282,-0.15478728099183336,31,29,7,7,0,-0.26558547152866147,-0.10788692406117302,-0.08770453175231767,-0.11281533996080081,0.864092328160529,0.8651760777583679,819060093,822475864,206,128,0,0,96.6135,2.550204,1421939592,1421939592,0.962412,0.851211,0.000663,0.000512,0.000151,0,0,0,0,0,6,6,6,4,1,1,3,6,0
111,4,-0.20533325972269853,-0.0373629851864419,-0.04473329171713438,31,29,7,14,0,-0.2741788782539064,0.576670144961896,0.06859584222911642,0.04789452950852185,0.864092328160529,0.8651760777583679,395776542,454988744,64,534,0,0,73.446387,72.0233,1421944892,1421944892,1.245128,1.179024,0.00072,0.000573,0.000147,0,0,0,0,0,13,16,2,10,2,2,2,6,0
117,2,-0.2157082600133007,-0.051325802708137656,-0.16797913900573902,31,29,0,0,2,-0.273281414438726,-0.2523046984418716,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,73,89,0,0,0.0,0.0,1421953502,1421953502,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,3,3,3,7,2,1,3,6,0
111,4,-0.1888714711281392,0.032392826889809455,-0.07407437641808826,31,29,22,32,11,-0.2706961208257388,-0.1301405699507004,0.49486958945120935,0.47158418538219066,0.864092328160529,0.8651760777583679,383917713,384243777,145,171,0,0,152.533898,154.736365,1421947222,1421947222,1.260717,1.253081,0.000737,0.000601,0.000136,0,0,0,0,0,2,2,3,2,2,2,2,6,0
111,4,-0.20879766649309278,-0.031115848131659823,0.10814162373872266,31,29,7,24,0,-0.27108710078042764,2.949633880476671,0.21068709130314742,0.19399441084426974,0.864092328160529,0.8651760777583679,2446888896,2447191925,60,807,0,0,31.905417,31.153762,1421929183,1421929183,0.553068,0.529885,0.000777,0.000612,0.000165,0,0,0,0,0,2,2,5,3,1,1,2,6,0
111,4,-0.2030780983658372,-0.035078584323126064,-0.14824119527712454,31,29,11,15,3,-0.2742954300680806,-0.29788335880003664,0.15385059167353501,0.13555445830997057,0.864092328160529,0.8651760777583679,2608802824,460279873,56,69,0,0,123.472711,3.584624,1421929777,1421929778,1.156608,1.104717,0.000899,0.000763,0.000136,0,0,0,1,1,1,1,2,5,1,1,2,6,0
111,4,-0.20155607593233754,0.1647715258976729,-0.15024600325404888,31,29,18,8,9,-0.24716382762356298,-0.32548537191805427,0.15385059167353501,0.04789452950852185,0.864092328160529,0.8651760777583679,2103497193,2104602910,716,80,0,0,84.808124,3.711161,1421936187,1421936187,1.293941,1.604512,0.000662,0.000542,0.00012,0,0,0,0,0,1,1,1,1,1,1,1,6,0
111,4,-0.21001363596183997,0.16444518291719923,-0.15024600325404888,31,29,18,8,0,-0.20483573791048032,-0.1646093055309939,0.15385059167353501,0.04789452950852185,0.864092328160529,0.8651760777583679,2408643514,264346771,715,80,0,0,31.645977,1.320174,1421934491,1421934491,0.528961,0.654439,0.000639,0.000499,0.00014,0,0,0,0,0,15,12,1,1,1,1,1,6,0
117,2,-0.21571650240356335,-0.051325802708137656,-0.16797913900573902,31,29,0,0,2,-0.27314942228164246,-0.24555478412958393,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,73,89,0,0,0.0,0.0,1421947321,1421947321,0.012,0.006,0.0,0.0,0.0,0,0,0,0,0,2,3,3,3,1,1,2,6,0
111,4,0.002663892365186665,-0.04236302585155666,-0.11265308461492567,31,29,3,5,5,-0.2768342743044304,-0.41667746762213875,-0.11612278156712387,-0.1274253280943756,0.864092328160529,0.8651760777583679,887239198,888256327,120,565,1,3924,8764.443763,7674.705703,1421942477,1421942478,77.493156,59.253118,0.000683,0.000542,0.000141,0,0,4,0,0,2,2,5,5,2,2,2,6,0
111,4,-0.2110192075738828,-0.035078584323126064,-0.14824119527712454,31,29,11,15,3,-0.2700660073857053,-0.07147456274198236,0.15385059167353501,0.13555445830997057,0.864092328160529,0.8651760777583679,3796434104,1652071632,56,69,0,0,30.68528,0.740773,1421947690,1421947690,0.438686,0.425538,0.000724,0.00057,0.000154,0,0,0,1,1,1,1,5,7,1,1,4,6,0
111,4,-0.15716516483780923,0.0032084403503051286,-0.10085683878385135,31,29,26,31,0,-0.2750399750128172,-0.33628454934020907,0.5517060890808217,0.5738541023172141,0.864092328160529,0.8651760777583679,3323864781,1178808966,88,108,0,0,173.840433,170.486792,1421932352,1421932352,2.529589,2.435649,0.00075,0.00062,0.00013,0,0,0,0,0,11,5,2,1,1,1,1,6,0
111,4,-0.21453740678599115,-0.026022566614981153,-0.15536324792443043,31,29,7,7,0,-0.241574897842567,0.37307656657863997,-0.08770453175231767,-0.1274253280943756,0.864092328160529,0.8651760777583679,310369557,313473032,249,136,0,0,19.369391,0.46704,1421930575,1421930575,0.362235,0.348588,0.000704,0.00055,0.000154,0,0,0,0,0,9,9,6,5,1,1,3,6,0
111,4,-0.21335397306828072,-0.03918118179193818,-0.08463007808664583,31,29,7,11,0,-0.26711628140171517,2.3732404544153693,0.025968467506907122,0.004064565107797486,0.864092328160529,0.8651760777583679,3785749805,3786011825,66,423,0,0,0.0,19.175358,1421936773,1421936773,0.351758,0.324743,0.000721,0.000569,0.000152,0,0,0,0,0,4,3,4,4,1,1,2,6,0
117,2,-0.21569719785794822,-0.051325802708137656,-0.16797913900573902,31,29,0,0,0,-0.2734446838097771,-0.2606540579051306,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,73,89,0,0,0.0,0.0,1421934032,1421934032,0.012,0.009,0.0,0.0,0.0,0,0,0,0,0,13,9,3,4,4,1,1,6,0
111,4,-0.210021010732075,-0.03615085411611105,-0.009056570757612898,31,29,7,16,0,-0.2715969958867598,1.9071952464931325,0.09701409204392261,0.07711450577567143,0.864092328160529,0.8651760777583679,1352737404,1353063794,63,628,0,0,39.462076,36.662329,1421945871,1421945871,0.626256,0.592956,0.000748,0.00061,0.000138,0,0,0,0,0,7,7,4,2,1,1,1,6,0
111,4,-0.19556819631153216,-0.04361012224122397,-0.1593950164526098,31,29,5,4,0,-0.27611026970611063,-0.3995444401099427,-0.059286281937511474,-0.15664530436152518,0.864092328160529,0.8651760777583679,1636503316,1636805839,67,123,0,0,409.941116,15.072906,1421948338,1421948338,4.473191,7.166231,0.000797,0.000637,0.00016,0,0,0,0,0,12,10,3,2,1,1,1,6,0
111,4,-0.21142286779174552,-0.032934044737156096,0.05520804737562015,31,29,7,21,0,-0.2685127478157739,3.886501695051557,0.1680597165809381,0.15016444644354537,0.864092328160529,0.8651760777583679,3036133708,3036459211,61,723,0,0,20.80318,20.382445,1421943970,1421943970,0.387283,0.374426,0.000771,0.000613,0.000158,0,0,0,0,0,7,11,2,4,1,1,1,6,0
117,2,-0.2157024035781141,-0.051325802708137656,-0.16797913900573902,31,29,0,0,2,-0.27336971663608334,-0.2568203350021246,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,73,89,0,0,0.0,0.0,1421928115,1421928115,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,2,2,4,4,1,1,4,6,0
117,2,-0.2157186714536325,-0.05141904355970157,-0.16806774930306165,31,29,0,0,2,-0.2735300739062039,-0.2611871649585402,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,65,81,0,0,0.0,0.0,1421948898,1421948898,0.007,0.006,0.0,0.0,0.0,0,0,0,0,0,5,6,2,2,1,1,1,6,0
117,2,-0.21573819290425453,-0.05140738845325608,-0.16805667301589633,31,29,0,0,2,-0.273151002907191,-0.24196241806313176,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,66,82,0,0,0.0,0.0,1421928228,1421928228,0.001,0.004,0.0,0.0,0.0,0,0,0,0,0,1,6,2,9,1,1,1,6,0
111,4,-0.17522901381341865,-0.05031180844738012,-0.1588412020943434,31,29,1,2,4,-0.27684126822541244,-0.4189567030910192,-0.17295928119673626,-0.20047526876224955,0.864092328160529,0.8651760777583679,1225551751,3559224101,53,229,0,0,2640.55088,65.137551,1421936089,1421936089,37.467,26.749,0.000585,0.00046,0.000125,0,0,0,0,0,4,1,2,5,1,1,1,6,0
111,4,-0.21312752424106488,-0.03918118179193818,-0.08463007808664583,31,29,7,11,0,-0.26790447766644987,2.1471578602875936,0.025968467506907122,0.004064565107797486,0.864092328160529,0.8651760777583679,2102868993,2103171685,66,423,0,0,24.48962,23.676392,1421936599,1421936599,0.384,0.354714,0.000684,0.00056,0.000124,0,0,0,0,0,4,5,4,3,1,1,1,6,0
111,4,-0.2096553088904218,0.16491138717501877,-0.15024600325404888,31,29,18,8,0,-0.20879779649367297,-0.1802040817390781,0.15385059167353501,0.04789452950852185,0.864092328160529,0.8651760777583679,44696901,2191040554,716,80,0,0,29.248465,1.232087,1421945203,1421945203,0.540176,0.694439,0.000671,0.000512,0.000159,0,0,0,0,0,6,14,8,3,3,3,3,6,0
111,4,-0.21180158393381343,-0.03615085411611105,-0.009056570757612898,31,29,7,16,0,-0.26930953258235385,2.9154705340948968,0.09701409204392261,0.07711450577567143,0.864092328160529,0.8651760777583679,2731259670,586178327,63,628,0,0,24.990087,23.743812,1421945462,1421945462,0.43486,0.411067,0.000722,0.000587,0.000135,0,0,0,0,0,23,11,10,19,4,4,4,6,0
117,2,-0.21571107977839057,-0.051325802708137656,-0.16797913900573902,31,29,0,0,2,-0.27323731232550386,-0.25004935997659294,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,73,89,0,0,0.0,0.0,1421945004,1421945004,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,3,3,3,7,3,3,3,6,0
117,2,-0.21571585168854263,-0.051325802708137656,-0.16797913900573902,31,29,0,0,2,-0.27316018979172463,-0.24610542701656088,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,73,89,0,0,0.0,0.0,1421938631,1421938631,0.006,0.008,0.0,0.0,0.0,0,0,0,0,0,1,2,1,2,1,1,1,6,0
117,2,-0.21528356000976753,-0.04909967737704927,-0.16728133291432334,31,29,0,0,0,-0.2698839922061125,-0.26840583512893446,-0.18716840610413937,-0.22969524502939911,-1.1572837385662125,-1.1558340847691428,0,0,132,76,0,0,1.227537,0.295807,1421942354,1421942354,0.872,0.210667,0.0,0.0,0.0,0,0,0,0,0,11,9,6,7,1,1,3,6,0
111,4,0.490323177014581,-0.035078584323126064,-0.14824119527712454,31,29,11,15,3,-0.27687037858840774,-0.43572510343031806,0.15385059167353501,0.13555445830997057,0.864092328160529,0.8651760777583679,2760649717,2815668644,56,69,0,0,4319.500237,136.993234,1421928364,1421928367,63.838157,61.425395,0.000694,0.00056,0.000134,0,0,0,1,1,2,1,4,3,1,1,2,6,0
111,4,0.38526350167682616,-0.035078584323126064,-0.14824119527712454,31,29,11,15,3,-0.2768620298177177,-0.4352781782452932,0.15385059167353501,0.13555445830997057,0.864092328160529,0.8651760777583679,2427294184,281091722,56,69,0,0,4195.271433,135.024766,1421928353,1421928355,54.341783,52.288395,0.000588,0.000465,0.000123,0,0,0,1,1,2,3,4,5,2,1,3,6,0
111,4,0.10288094651863006,-0.04236302585155666,-0.11265308461492567,31,29,3,5,5,-0.2768606406801698,-0.4234686874593183,-0.11612278156712387,-0.1274253280943756,0.864092328160529,0.8651760777583679,1284127360,1296782672,120,565,0,0,9287.353239,8130.252109,1421950552,1421950554,113.040849,86.408176,0.001095,0.000938,0.000157,0,0,0,0,0,1,2,1,1,1,1,1,6,0
117,2,-0.215724744793826,-0.051325802708137656,-0.16797913900573902,31,29,0,0,2,-0.27300748776604555,-0.23829643692162325,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,73,89,0,0,0.0,0.0,1421943186,1421943186,0.006,0.002,0.0,0.0,0.0,0,0,0,0,0,5,1,2,3,2,1,1,6,0
111,4,-0.21498878610537447,-0.04597610884965823,-0.15644872406663257,31,29,4,4,0,-0.26493368202413203,0.6289052483255458,-0.13033190647452697,-0.17125529249509996,0.864092328160529,0.8651760777583679,1250604804,3400446605,89,188,0,0,18.508447,0.418913,1421953065,1421953065,0.368091,0.346636,0.000759,0.000582,0.000177,0,0,0,0,0,6,4,1,3,1,1,1,6,0
117,2,-0.21571628549855643,-0.05140738845325608,-0.16805667301589633,31,29,0,0,2,-0.27351405861795125,-0.2608825728433649,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,66,82,0,0,0.0,0.0,1421935522,1421935522,0.01,0.009,0.0,0.0,0.0,0,0,0,0,0,7,4,1,13,3,1,1,6,0
117,2,-0.21556315056367675,-0.049146297802831224,-0.16728133291432334,31,29,0,0,0,-0.2648995467621515,-0.14356478179367416,-0.18716840610413937,-0.22969524502939911,-1.1572837385662125,-1.1558340847691428,0,0,130,76,0,0,0.635453,0.291338,1421954315,1421954315,0.453333,0.211,0.0,0.0,0.0,0,0,0,0,0,24,11,4,6,1,1,3,6,0
111,4,0.0021942930252227618,-0.04296909138672208,-0.11265308461492567,31,29,3,5,5,-0.2768402746863032,-0.4166309578104352,-0.13033190647452697,-0.1274253280943756,0.864092328160529,0.8651760777583679,3539678517,3536558095,132,565,1,3924,9529.812268,7674.532502,1421928329,1421928330,91.390185,59.124354,0.0007,0.000565,0.000135,0,0,1,0,0,1,1,3,1,1,1,1,6,0
117,2,-0.21570392191316248,-0.051325802708137656,-0.16797913900573902,31,29,0,0,2,-0.27334723822359325,-0.255670816829379,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,73,89,0,0,0.0,0.0,1421935902,1421935902,0.011,0.005,0.0,0.0,0.0,0,0,0,0,0,4,3,2,5,2,1,1,6,0
117,2,-0.21572018978868085,-0.05141904355970157,-0.16806774930306165,31,29,0,0,2,-0.2735070484187304,-0.25998362224803667,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,65,81,0,0,0.0,0.0,1421945294,1421945294,0.011,0.004,0.0,0.0,0.0,0,0,0,0,0,1,2,3,7,3,3,3,6,0
117,2,-0.2157152009735219,-0.051325802708137656,-0.16797913900573902,31,29,0,0,2,-0.27317089649227455,-0.24665293470905159,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,73,89,0,0,0.0,0.0,1421944998,1421944998,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,3,8,8,13,3,3,3,6,0
111,4,-0.11300720972070412,-0.02294561851337207,-0.1519074463288481,31,29,7,7,0,-0.27636722539914693,-0.42405521459632517,-0.016658907215302176,-0.03976539929292688,0.864092328160529,0.8651760777583679,1348031546,1469117982,179,103,0,0,1067.066977,28.01442,1421944840,1421944841,17.564593,16.346414,0.000636,0.00052,0.000116,0,0,0,0,0,6,1,2,15,1,1,1,6,0
111,4,0.03802656635702778,-0.04236302585155666,-0.11265308461492567,31,29,3,5,5,-0.2768459537661481,-0.4196857597998212,-0.11612278156712387,-0.1274253280943756,0.864092328160529,0.8651760777583679,877429837,3028108716,120,565,1,3924,8950.839074,7836.408087,1421950727,1421950728,90.041844,68.831294,0.000921,0.000745,0.000176,0,0,1,0,0,2,3,3,2,1,1,1,6,0
111,4,-0.20900264172462438,-0.036057613264547136,-0.015170681272873953,31,29,7,16,0,-0.2723506835865524,1.4865494968803734,0.09701409204392261,0.07711450577567143,0.864092328160529,0.8651760777583679,206474152,207384079,63,604,0,0,54.979483,53.333439,1421930271,1421930271,0.736372,0.696933,0.000783,0.000627,0.000156,0,0,0,0,0,7,8,6,5,1,1,4,6,0
111,4,-0.19749778325301898,-0.034845482194216286,0.0005687227890571336,31,29,7,18,0,-0.2750666224673762,0.36154068046175136,0.1254323418587288,0.106334482042821,0.864092328160529,0.8651760777583679,792992703,793289308,62,612,0,0,110.133585,105.905746,1421943737,1421943737,1.802745,1.724184,0.000678,0.000545,0.000133,0,0,0,0,0,3,5,3,3,1,1,1,6,0
117,2,-0.2155562096034556,-0.04900643652548536,-0.16728133291432334,31,29,0,0,0,-0.2645701195672702,-0.14884528195954033,-0.18716840610413937,-0.22969524502939911,-1.1572837385662125,-1.1558340847691428,0,0,136,76,0,0,0.628618,0.315379,1421940716,1421940716,0.449,0.231,0.0,0.0,0.0,0,0,0,0,0,7,5,6,3,1,1,3,6,0
77,6,10.630258305906342,-0.049938845041124474,-0.16896492856345321,1,0,0,0,0,-0.27691780878503,-0.4382826463585972,-0.17295928119673626,-0.2589152212965487,-1.1572837385662125,-1.1558340847691428,0,0,64,0,0,0,1.8259,0.0,1421927437,1421927487,10000.877,0.0,0.0,0.0,0.0,0,0,0,0,0,1,3,3,1,1,3,1,6,0
111,4,0.12323487855721359,0.05548159275832306,5.855926093580885,31,29,2,370,5,-0.2762813978646882,1.1369511511785766,2.2425919530617904,5.190610352526847,0.864092328160529,0.8651760777583679,2056612881,4203008959,53,1458,1,524288,236.828381,144.214054,1421939605,1421939607,4.531478,2.098199,0.000736,0.000557,0.000179,0,0,1,0,0,2,1,5,1,1,1,1,6,0
111,4,-0.16773494582461815,-0.030451507064266952,-0.13864913059195047,31,29,7,7,11,-0.27603971608015543,-0.38476783012153104,0.011759342599504022,-0.08359536369365124,0.864092328160529,0.8651760777583679,1899241358,1899529512,117,228,0,0,482.388132,15.335341,1421936351,1421936351,7.16958,9.632695,0.000672,0.00054,0.000132,0,0,0,0,0,1,1,2,2,1,1,1,6,0
111,4,1.0550182270137405,0.0968688757462543,5.894128208014101,31,29,38,390,0,-0.2766827381906551,-0.015163954527655845,3.0240938229689607,6.008769688007035,0.864092328160529,0.8651760777583679,297070789,302981473,56,1276,0,0,5191.918353,3782.724004,1421930400,1421930406,12.8774,6.836705,0.000597,0.00047,0.000127,0,0,0,0,0,14,10,6,4,2,1,2,6,0
117,5,-0.21594186670574464,-0.05063815142785381,-0.16896492856345321,60,0,0,0,2,0.6149549841211936,-0.4382826463585972,-0.20137753101154246,-0.2589152212965487,-1.1572837385662125,-1.1558340847691428,0,0,132,0,0,0,0.0,0.0,1421932002,1421932002,0.008,0.0,0.0,0.0,0.0,0,0,0,0,0,9,9,3,3,3,3,3,6,0
117,2,-0.21574231409938585,-0.05141904355970157,-0.16806774930306165,31,29,0,0,2,-0.27313212070286863,-0.2403860883291355,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,65,81,0,0,0.0,0.0,1421935140,1421935140,0.001,0.003,0.0,0.0,0.0,0,0,0,0,0,4,3,5,5,2,1,2,6,0
111,4,0.0028018439495825468,-0.04236302585155666,-0.11265308461492567,31,29,3,5,5,-0.2768343272026425,-0.41669109110708497,-0.11612278156712387,-0.1274253280943756,0.864092328160529,0.8651760777583679,2067119837,4217766435,120,565,1,3924,8765.880325,7677.057507,1421936434,1421936435,77.544998,59.291176,0.000673,0.00053,0.000143,0,0,1,0,0,2,4,3,1,1,1,1,6,0
117,2,-0.215717370023591,-0.05140738845325608,-0.16805667301589633,31,29,0,0,2,-0.2734977401266145,-0.2600321557672028,-0.20137753101154246,-0.24430523316297392,-1.1572837385662125,-1.1558340847691428,0,0,66,82,0,0,0.0,0.0,1421927990,1421927990,0.01,0.009,0.0,0.0,0.0,0,0,0,0,0,3,6,5,11,2,2,2,6,0
111,4,-0.20968762773645164,-0.027479454920667272,0.1679314218571632,31,29,7,30,0,-0.26908439880264273,4.279081892141684,0.29594184074756597,0.28165433964571845,0.864092328160529,0.8651760777583679,1206784692,3372868783,59,822,0,0,0.0,20.336665,1421951680,1421951680,0.401775,0.387548,0.000703,0.000547,0.000156,0,0,0,0,0,15,5,3,3,1,1,1,6,0
